ref,who,common,scientific,genus,lng,lat,date_planted,address,city,state,zip,country,neighborhood,health,dbh,height,owner,url,urlimage,status,notes
1449,tfo,London plane,Platanus acerifolia 'Columbia',,-122.187119,37.742395,2020-01-18 09:00:00,9000 blk Railroad Ave,Oakland,CA,,US,Railroad Avenue,good,,,Public,,,,
1450,tfo,London plane,Platanus acerifolia 'Columbia',,-122.187168,37.742438,2020-01-18 09:00:00,9000 blk Railroad Ave,Oakland,CA,,US,Railroad Avenue,good,,,Public,,,,
1451,tfo,London plane,Platanus acerifolia 'Columbia',,-122.187217,37.742480,2020-01-18 09:00:00,9000 blk Railroad Ave,Oakland,CA,,US,Railroad Avenue,good,,,Public,,,,
1452,tfo,London plane,Platanus acerifolia 'Columbia',,-122.187266,37.742523,2020-01-18 09:00:00,9000 blk Railroad Ave,Oakland,CA,,US,Railroad Avenue,good,,,Public,,,,
1453,tfo,London plane,Platanus acerifolia 'Columbia',,-122.187315,37.742566,2020-01-18 09:00:00,9000 blk Railroad Ave,Oakland,CA,,US,Railroad Avenue,good,,,Public,,,,
1454,tfo,London plane,Platanus acerifolia 'Columbia',,-122.187371,37.742615,2020-01-18 09:00:00,9000 blk Railroad Ave,Oakland,CA,,US,Railroad Avenue,good,,,Public,,,,
1455,tfo,London plane,Platanus acerifolia 'Columbia',,-122.187426,37.742658,2020-01-18 09:00:00,9000 blk Railroad Ave,Oakland,CA,,US,Railroad Avenue,good,,,Public,,,,
1456,tfo,London plane,Platanus acerifolia 'Columbia',,-122.187475,37.742702,2020-01-18 09:00:00,9000 blk Railroad Ave,Oakland,CA,,US,Railroad Avenue,good,,,Public,,,,
1457,tfo,London plane,Platanus acerifolia 'Columbia',,-122.187524,37.742746,2020-01-18 09:00:00,9000 blk Railroad Ave,Oakland,CA,,US,Railroad Avenue,good,,,Public,,,,
1458,tfo,London plane,Platanus acerifolia 'Columbia',,-122.187573,37.742789,2020-01-18 09:00:00,8900 blk Railroad Ave,Oakland,CA,,US,Railroad Avenue,good,,,Public,,,,
1459,tfo,London plane,Platanus acerifolia 'Columbia',,-122.187621,37.742832,2020-01-18 09:00:00,8900 blk Railroad Ave,Oakland,CA,,US,Railroad Avenue,good,,,Public,,,,
1460,tfo,London plane,Platanus acerifolia 'Columbia',,-122.187670,37.742875,2020-01-18 09:00:00,8900 blk Railroad Ave,Oakland,CA,,US,Railroad Avenue,good,,,Public,,,,
1461,tfo,London plane,Platanus acerifolia 'Columbia',,-122.187720,37.742919,2020-01-18 09:00:00,8900 blk Railroad Ave,Oakland,CA,,US,Railroad Avenue,good,,,Public,,,,
1462,tfo,London plane,Platanus acerifolia 'Columbia',,-122.187769,37.742962,2020-01-18 09:00:00,8900 blk Railroad Ave,Oakland,CA,,US,Railroad Avenue,good,,,Public,,,,
1463,tfo,London plane,Platanus acerifolia 'Columbia',,-122.187819,37.743006,2020-01-18 09:00:00,8900 blk Railroad Ave,Oakland,CA,,US,Railroad Avenue,good,,,Public,,,,
1464,tfo,London plane,Platanus acerifolia 'Columbia',,-122.187867,37.743048,2020-01-18 09:00:00,8900 blk Railroad Ave,Oakland,CA,,US,Railroad Avenue,good,,,Public,,,,
1465,tfo,London plane,Platanus acerifolia 'Columbia',,-122.187915,37.743090,2020-01-18 09:00:00,8900 blk Railroad Ave,Oakland,CA,,US,Railroad Avenue,good,,,Public,,,,
1466,tfo,London plane,Platanus acerifolia 'Columbia',,-122.187964,37.743133,2020-01-18 09:00:00,8900 blk Railroad Ave,Oakland,CA,,US,Railroad Avenue,good,,,Public,,,,
1467,tfo,London plane,Platanus acerifolia 'Columbia',,-122.188012,37.743175,2020-01-18 09:00:00,8900 blk Railroad Ave,Oakland,CA,,US,Railroad Avenue,good,,,Public,,,,
1468,tfo,London plane,Platanus acerifolia 'Columbia',,-122.188060,37.743217,2020-01-18 09:00:00,8900 blk Railroad Ave,Oakland,CA,,US,Railroad Avenue,good,,,Public,,,,
1469,tfo,London plane,Platanus acerifolia 'Columbia',,-122.188109,37.743260,2020-01-18 09:00:00,8900 blk Railroad Ave,Oakland,CA,,US,Railroad Avenue,good,,,Public,,,,
1470,tfo,London plane,Platanus acerifolia 'Columbia',,-122.188157,37.743302,2020-01-18 09:00:00,8900 blk Railroad Ave,Oakland,CA,,US,Railroad Avenue,good,,,Public,,,,
1471,tfo,London plane,Platanus acerifolia 'Columbia',,-122.188205,37.743344,2020-01-18 09:00:00,8900 blk Railroad Ave,Oakland,CA,,US,Railroad Avenue,good,,,Public,,,,
1472,tfo,London plane,Platanus acerifolia 'Columbia',,-122.188254,37.743387,2020-01-18 09:00:00,8900 blk Railroad Ave,Oakland,CA,,US,Railroad Avenue,good,,,Public,,,,
1473,tfo,London plane,Platanus acerifolia 'Columbia',,-122.188302,37.743429,2020-01-18 09:00:00,8900 blk Railroad Ave,Oakland,CA,,US,Railroad Avenue,good,,,Public,,,,
1474,tfo,London plane,Platanus acerifolia 'Columbia',,-122.188350,37.743471,2020-01-18 09:00:00,8800 blk Railroad Ave,Oakland,CA,,US,Railroad Avenue,good,,,Public,,,,
1475,tfo,London plane,Platanus acerifolia 'Columbia',,-122.188398,37.743513,2020-01-18 09:00:00,8800 blk Railroad Ave,Oakland,CA,,US,Railroad Avenue,good,,,Public,,,,
NA,tfo other,,Fuyu Persimmon,,-122.172820,37.754345,2017-05-20 09:00:00,1712 86th Ave,Oakland,CA,,US,Far East Oakland (86th Ave and beyond),good,,,Private,,,not CF,
NA,tfo other,,Platanus acerifolia 'Columbia',,-122.232655,37.770774,2019-09-21 09:00:00,301 Derby Ave,Oakland,CA,,US,Fruitvale (Lower),good,,,Public,,,replaced; not CF,
NA,tfo other,,Acer buergerianum (trident maple),,-122.285320,37.818147,2017-05-13 09:00:00,2430 Union St,Oakland,CA,,US,West Oakland - excluding parks/ Pacific Pipe / American Steel/ and condos,good,,,Public,,,not CF,
NA,tfo other,,Tilia tomentosa 'Sterling Silver',,-122.269584,37.812810,2019-04-26 09:00:00,540 23rd St,Oakland,CA,,US,Central/Uptown/KONO - excluding Northgate Ave,good,,,Public,,,not CF,
NA,tfo other,,Koelreuteria paniculata 'Fastigiata',,-122.184918,37.770145,2017-04-22 09:00:00,2680 64th Ave,Oakland,CA,,US,Picardy/Seminary,good,,,Private,,,not CF,
NA,tfo other,,Chionanthus retusus (Chinese Fringe Tree),,-122.243046,37.794258,2017-03-18 09:00:00,1927 12th Ave,Oakland,CA,,US,Clinton Park / San Antonio - excluding San Antonio Park,good,,,Public,,,not CF,
NA,tfo other,,Podocarpus gracilior,,-122.183172,37.773770,2019-03-12 09:00:00,3100blk 62nd Ave,Oakland,CA,,US,Frick,good,,,Public,,,not CF,
NA,tfo other,,St. Mary's Magnolia,,-122.300096,37.810248,2017-02-04 09:00:00,940 Wood St,Oakland,CA,,US,South Prescott - excluding South Prescott Park,good,,,Public,,,not CF,
NA,tfo other,,St. Mary's Magnolia,,-122.300049,37.810222,2017-02-04 09:00:00,940 Wood St,Oakland,CA,,US,South Prescott - excluding South Prescott Park,good,,,Public,,,not CF,
NA,tfo other,,Lagerstroemia indica x L. fauriei 'Tuscarora' (Crape Myrtle/ pink flowers),,-122.216519,37.799240,2018-02-24 09:00:00,3400 Fruitvale Ave,Oakland,CA,,US,Upper Fruitvale / Dimond,good,,,Public,,,,
NA,tfo other,,Betula nigra 'Heritage',,-122.298829,37.814411,2020-02-21 09:00:00,1400 blk Pullman Way (Station House),Oakland,CA,,US,West Oakland - Station House Condos,good,,,Private,,,,
NA,tfo other,,Betula nigra 'Heritage',,-122.297923,37.815452,2020-02-21 09:00:00,1798 16th St,Oakland,CA,,US,West Oakland - Station House Condos,good,,,Public,,,unofficial,
NA,tfo other,,Lagerstroemia x 'Natchez' (White Crape Myrtle),,-122.218428,37.804011,2017-12-04 09:00:00,4017 Everett Ave,Oakland,CA,,US,Highland Park,good,,,Public,,,not CF,
NA,tfo other,,Magnolia grandiflora 'St. Mary',,-122.218408,37.804085,2017-12-04 09:00:00,4017 Everett Ave,Oakland,CA,,US,Highland Park,good,,,Public,,,not CF,
NA,tfo other,,Tilia tomentosa 'Silver Lining',,-122.294404,37.803240,2019-12-23 09:00:00,349 Mandela Pkwy,Oakland,CA,,US,South Prescott - excluding South Prescott Park,good,,,Public,,,UNOFFICIAL,
NA,tfo other,,Cercis canadensis Eastern Redbud,,-122.245158,37.796838,2017-12-02 09:00:00,1951 9th Ave,Oakland,CA,,US,Clinton Park / San Antonio - excluding San Antonio Park,good,,,Public,,,,
NA,tfo other,,Prunus x blireiana Double-Pink-Flowering Plum,,-122.216172,37.795635,2017-12-16 09:00:00,2808 School St,Oakland,CA,,US,School,good,,,Private,,,not CF/ replaced 17-18,
NA,tfo other,,Lophostemon confertus / Tristania conferta,,-122.275094,37.824541,2017-12-02 09:00:00,893 34th St,Oakland,CA,,US,Hoover/Pill Hill,good,,,Public,,,REPLACE #2 of 4 vandalized,
NA,tfo other,,Lagerstroemia 'Natchez',,-122.270911,37.819150,2016-11-19 09:00:00,2900-2904 MLK Jr Way,Oakland,CA,,US,Hoover/Pill Hill,good,,,Public,,,not CF,
NA,tfo other,,Lagerstroemia 'Natchez',,-122.270860,37.819140,2016-11-19 09:00:00,2900-2904 MLK Jr Way,Oakland,CA,,US,Hoover/Pill Hill,good,,,Public,,,not CF,
NA,tfo other,,Lagerstroemia 'Natchez',,-122.270803,37.819124,2016-11-19 09:00:00,2900-2904 MLK Jr Way,Oakland,CA,,US,Hoover/Pill Hill,good,,,Public,,,not CF,
NA,tfo other,,Lagerstroemia 'Natchez',,-122.270740,37.819111,2016-11-19 09:00:00,2900-2904 MLK Jr Way,Oakland,CA,,US,Hoover/Pill Hill,good,,,Public,,,not CF,
NA,tfo other,,Albizia julibrissin,,-122.260467,37.829725,2019-10-27 09:00:00,4108 Webster St,Oakland,CA,,US,Temescal,good,,,Public,,,UNOFFICIAL,
NA,tfo other,,Acer buergerianum,,-122.226361,37.802480,2017-01-21 09:00:00,1478 Excelsior Ave,Oakland,CA,,US,Highland Park,good,,,Public,,,not CF,
NA,tfo other,,Lagerstroemia indica 'Natchez',,-122.201826,37.774998,2017-01-14 09:00:00,5102 Congress Ave,Oakland,CA,,US,Fairfax,good,,,Public,,,not CF,Health of the tree is questionable. Not dead yet
NA,tfo other,,Avocado Hass,,-122.268782,37.797796,2017-03-17 09:00:00,230 7th St,Oakland,CA,,US,Chinatown - excluding Madison Park,good,,,Private,,,paid for tree instead of CF,
not CF,tfo other,,Cornus 'Eddie's White Wonder',,-122.236651,37.790010,2019-04-18 09:00:00,1926 E 19th St,Oakland,CA,,US,Clinton Park / San Antonio - excluding San Antonio Park,good,,,Public,,,,
not CF,tfo other,,Cornus 'Eddie's White Wonder',,-122.236927,37.789651,2019-04-18 09:00:00,1926 E 19th St,Oakland,CA,,US,Clinton Park / San Antonio - excluding San Antonio Park,good,,,Public,,,,
not CF,tfo other,,Cornus 'Eddie's White Wonder',,-122.236998,37.789645,2019-04-18 09:00:00,1926 E 19th St,Oakland,CA,,US,Clinton Park / San Antonio - excluding San Antonio Park,good,,,Public,,,,
,SCTT 2010 2015,Ginkgo,,,-122.281998,37.811001,2012-09-29 09:00:00,1710 Filbert St,Oakland,CA,94607,US,,good,,,Public,,,,
,SCTT 2010 2015,Magnolia,,,-122.303001,37.809299,2012-09-29 09:00:00,844 Pine St,Oakland,CA,94607-1198,US,,good,,,Public,,,,
,SCTT 2010 2015,Evergreen Pear,,,-122.264999,37.833900,2012-09-25 09:00:00,548 46th St,Oakland,CA,94609-2028,US,,good,,,Public,,,,
,SCTT 2010 2015,Eastern Redbud,,,-122.165001,37.742199,2010-09-11 09:00:00,1642 102nd Ave,Oakland,CA,94603,US,,good,,,Public,,,,
,SCTT 2010 2015,Eastern Redbud,,,-122.165001,37.742199,2010-09-11 09:00:00,1642 102nd Ave,Oakland,CA,94603,US,,good,,,Public,,,,
,SCTT 2010 2015,Eastern Redbud,,,-122.165001,37.742199,2010-09-11 09:00:00,1642 102nd Ave,Oakland,CA,94603,US,,good,,,Public,,,,
,SCTT 2010 2015,Eastern Redbud,,,-122.165001,37.742199,2010-09-11 09:00:00,1642 102nd Ave,Oakland,CA,94603,US,,good,,,Public,,,,
,SCTT 2010 2015,Eastern Redbud,,,-122.165001,37.742199,2010-09-11 09:00:00,1642 102nd Ave,Oakland,CA,94603,US,,good,,,Public,,,,
,SCTT 2010 2015,Eastern Redbud,,,-122.165001,37.742199,2010-09-11 09:00:00,1642 102nd Ave,Oakland,CA,94603,US,,good,,,Public,,,,
,SCTT 2010 2015,Eastern Redbud,,,-122.165001,37.742199,2010-09-11 09:00:00,1642 102nd Ave,Oakland,CA,94603,US,,good,,,Public,,,,
,SCTT 2010 2015,Eastern Redbud,,,-122.165001,37.742199,2010-09-11 09:00:00,1642 102nd Ave,Oakland,CA,94603,US,,good,,,Public,,,,
,SCTT 2010 2015,Eastern Redbud,,,-122.165001,37.742199,2010-09-11 09:00:00,1642 102nd Ave,Oakland,CA,94603,US,,good,,,Public,,,,
,SCTT 2010 2015,Eastern Redbud,,,-122.164001,37.742500,2010-09-11 09:00:00,1734 102nd Ave,Oakland,CA,94603,US,,good,,,Public,,,,
,SCTT 2010 2015,Water Gum,,,-122.164001,37.742500,2010-09-11 09:00:00,1734 102nd Ave,Oakland,CA,94603,US,,good,,,Public,,,,
,SCTT 2010 2015,London Plane,,,-122.161003,37.740398,2010-09-11 09:00:00,1927 106th Ave,Oakland,CA,94603,US,,good,,,Public,,,,
,SCTT 2010 2015,Water Gum,,,-122.161003,37.740398,2010-09-11 09:00:00,1927 106th Ave,Oakland,CA,94603,US,,good,,,Public,,,,
,SCTT 2010 2015,Eastern Redbud,,,-122.152000,37.741299,2010-09-11 09:00:00,2420 108th Ave,Oakland,CA,94603,US,,good,,,Public,,,,
,SCTT 2010 2015,Laurel,,,-122.152000,37.741299,2010-09-11 09:00:00,2420 108th Ave,Oakland,CA,94603,US,,good,,,Public,,,,
,SCTT 2010 2015,Evergreen Pear,,,-122.169998,37.754101,2010-09-11 09:00:00,1920 87th Ave,Oakland,CA,,US,,good,,,Public,,,,
,SCTT 2010 2015,Crape Myrtle,,,-122.169998,37.754101,2010-09-11 09:00:00,1920 87th Ave,Oakland,CA,,US,,good,,,Public,,,,
,SCTT 2010 2015,Red Oak,,,-122.158997,37.739201,2010-09-11 09:00:00,10801 Beverly St,Oakland,CA,94603,US,,good,,,Public,,,,
,SCTT 2010 2015,Red Oak,,,-122.158997,37.739201,2010-09-11 09:00:00,10801 Beverly St,Oakland,CA,94603,US,,good,,,Public,,,,
,SCTT 2010 2015,Red Oak,,,-122.158997,37.739201,2010-09-11 09:00:00,10801 Beverly St,Oakland,CA,94603,US,,good,,,Public,,,,
,SCTT 2010 2015,Red Maple,,,-122.158997,37.739201,2010-09-11 09:00:00,10801 Beverly St,Oakland,CA,94603,US,,good,,,Public,,,,
,SCTT 2010 2015,Red Maple,,,-122.158997,37.739201,2010-09-11 09:00:00,10801 Beverly St,Oakland,CA,94603,US,,good,,,Public,,,,
,SCTT 2010 2015,Red Maple,,,-122.158997,37.739201,2010-09-11 09:00:00,10801 Beverly St,Oakland,CA,94603,US,,good,,,Public,,,,
,SCTT 2010 2015,Purple Leaf Plum,,,-122.164001,37.744999,2010-09-11 09:00:00,9903 Birch St,Oakland,CA,,US,,good,,,Public,,,,
,SCTT 2010 2015,Purple Leaf Plum,,,-122.164001,37.744999,2010-09-11 09:00:00,9903 Birch St,Oakland,CA,,US,,good,,,Public,,,,
,SCTT 2010 2015,Purple Leaf Plum,,,-122.164001,37.744999,2010-09-11 09:00:00,9903 Birch St,Oakland,CA,,US,,good,,,Public,,,,
,SCTT 2010 2015,Red Oak,,,-122.164001,37.744999,2010-09-11 09:00:00,9903 Birch St,Oakland,CA,,US,,good,,,Public,,,,
,SCTT 2010 2015,Red Oak,,,-122.164001,37.744999,2010-09-11 09:00:00,9903 Birch St,Oakland,CA,,US,,good,,,Public,,,,
,SCTT 2010 2015,Saratoga Laurel,,,-122.164001,37.744999,2010-09-11 09:00:00,9903 Birch St,Oakland,CA,,US,,good,,,Public,,,,
,SCTT 2010 2015,Crape Myrtle,,,-122.164001,37.744999,2010-09-11 09:00:00,9903 Birch St,Oakland,CA,,US,,good,,,Public,,,,
,SCTT 2010 2015,Water Gum,,,-122.158997,37.747398,2010-09-11 09:00:00,9877 Elmar St,Oakland,CA,,US,,good,,,Public,,,,
,SCTT 2010 2015,Water Gum,,,-122.158997,37.747398,2010-09-11 09:00:00,9877 Elmar St,Oakland,CA,,US,,good,,,Public,,,,
,SCTT 2010 2015,Water Gum,,,-122.158997,37.747398,2010-09-11 09:00:00,9877 Elmar St,Oakland,CA,,US,,good,,,Public,,,,
,SCTT 2010 2015,Red Oak,,,-122.158997,37.747398,2010-09-11 09:00:00,9877 Elmar St,Oakland,CA,,US,,good,,,Public,,,,
,SCTT 2010 2015,Purple Leaf Plum,,,-122.166000,37.741798,2012-08-06 09:00:00,10209 Walnut St,Oakland,CA,94603-3240,US,,good,,,Public,,,,
,SCTT 2010 2015,Crape Myrtle Pink,,,-122.166000,37.740898,2012-08-06 09:00:00,10325 Walnut St,Oakland,CA,94603-3242,US,,good,,,Public,,,,
,SCTT 2010 2015,Crape Myrtle Pink,,,-122.166000,37.740898,2012-08-06 09:00:00,10325 Walnut St,Oakland,CA,94603-3242,US,,good,,,Public,,,,
,SCTT 2010 2015,Purple Leaf Plum,,,-122.162003,37.746498,2015-08-04 09:00:00,9860 Sunnyside St,Oakland,CA,94603,US,,good,,,Public,,,,
,SCTT 2010 2015,Purple Leaf Plum,,,-122.162003,37.746498,2015-08-04 09:00:00,9860 Sunnyside St,Oakland,CA,94603,US,,good,,,Public,,,,
,SCTT 2010 2015,Purple Leaf Plum,,,-122.162003,37.746498,2015-08-04 09:00:00,9860 Sunnyside St,Oakland,CA,94603,US,,good,,,Public,,,,
,SCTT 2010 2015,Purple Leaf Plum,,,-122.162003,37.746498,2015-08-04 09:00:00,9860 Sunnyside St,Oakland,CA,94603,US,,good,,,Public,,,,
,SCTT 2010 2015,Purple Leaf Plum,,,-122.162003,37.746498,2015-08-04 09:00:00,9860 Sunnyside St,Oakland,CA,94603,US,,good,,,Public,,,,
,SCTT 2010 2015,Purple Leaf Plum,,,-122.162003,37.746498,2015-08-04 09:00:00,9860 Sunnyside St,Oakland,CA,94603,US,,good,,,Public,,,,
,SCTT 2010 2015,Purple Leaf Plum,,,-122.162003,37.746498,2015-08-04 09:00:00,9860 Sunnyside St,Oakland,CA,94603,US,,good,,,Public,,,,
,SCTT 2010 2015,Fraser Photinia,,,-122.162003,37.746498,2015-08-04 09:00:00,9860 Sunnyside St,Oakland,CA,94603,US,,good,,,Public,,,,
,SCTT 2010 2015,Fraser Photinia,,,-122.162003,37.746498,2015-08-04 09:00:00,9860 Sunnyside St,Oakland,CA,94603,US,,good,,,Public,,,,
,SCTT 2010 2015,Fraser Photinia,,,-122.162003,37.746498,2015-08-04 09:00:00,9860 Sunnyside St,Oakland,CA,94603,US,,good,,,Public,,,,
,SCTT 2010 2015,Fraser Photinia,,,-122.162003,37.746498,2015-08-04 09:00:00,9860 Sunnyside St,Oakland,CA,94603,US,,good,,,Public,,,,
,SCTT 2010 2015,Fraser Photinia,,,-122.162003,37.746498,2015-08-04 09:00:00,9860 Sunnyside St,Oakland,CA,94603,US,,good,,,Public,,,,
,SCTT 2010 2015,Fraser Photinia,,,-122.162003,37.746498,2015-08-04 09:00:00,9860 Sunnyside St,Oakland,CA,94603,US,,good,,,Public,,,,
,SCTT 2010 2015,Fraser Photinia,,,-122.162003,37.746498,2015-08-04 09:00:00,9860 Sunnyside St,Oakland,CA,94603,US,,good,,,Public,,,,
,SCTT 2010 2015,Fraser Photinia,,,-122.162003,37.746498,2015-08-04 09:00:00,9860 Sunnyside St,Oakland,CA,94603,US,,good,,,Public,,,,
,SCTT 2010 2015,Fraser Photinia,,,-122.162003,37.746498,2015-08-04 09:00:00,9860 Sunnyside St,Oakland,CA,94603,US,,good,,,Public,,,,
,SCTT 2010 2015,Crape Myrtle,,,-122.186996,37.768799,2015-08-22 09:00:00,2537 64th Ave,Oakland,CA,94605,US,,good,,,Public,,,,
,SCTT 2010 2015,Crape Myrtle,,,-122.186996,37.768799,2015-08-22 09:00:00,2537 64th Ave,Oakland,CA,94605,US,,good,,,Public,,,,
,SCTT 2010 2015,Ginkgo,,,-122.226997,37.838100,2015-08-18 09:00:00,448 Florence Ave,Oakland,CA,94618,US,,good,,,Public,,,,
,SCTT 2010 2015,Purple Leaf Plum,,,-122.188004,37.776299,2015-08-15 09:00:00,3015 57th Ave,Oakland,CA,94605,US,,good,,,Public,,,,
,SCTT 2010 2015,Plums,,,-122.204002,37.784401,2015-08-15 09:00:00,2800 Eastman Ave,Oakland,CA,94619,US,,good,,,Public,,,,
,SCTT 2010 2015,Plums,,,-122.204002,37.784401,2015-08-15 09:00:00,2800 Eastman Ave,Oakland,CA,94619,US,,good,,,Public,,,,
,SCTT 2010 2015,Crape Myrtle,,,-122.204002,37.784401,2015-08-15 09:00:00,2800 Eastman Ave,Oakland,CA,94619,US,,good,,,Public,,,,
,SCTT 2010 2015,Fraser Photinia,,,-122.162003,37.746498,2015-08-11 09:00:00,9860 Sunnyside St,Oakland,CA,94603,US,,good,,,Public,,,,
,SCTT 2010 2015,Fraser Photinia,,,-122.162003,37.746498,2015-08-11 09:00:00,9860 Sunnyside St,Oakland,CA,94603,US,,good,,,Public,,,,
,SCTT 2010 2015,Fraser Photinia,,,-122.162003,37.746498,2015-08-11 09:00:00,9860 Sunnyside St,Oakland,CA,94603,US,,good,,,Public,,,,
,SCTT 2010 2015,Fraser Photinia,,,-122.162003,37.746498,2015-08-11 09:00:00,9860 Sunnyside St,Oakland,CA,94603,US,,good,,,Public,,,,
,SCTT 2010 2015,Crape Myrtle,,,-122.204002,37.785900,2015-08-01 09:00:00,2903 Minna Ave,Oakland,CA,94619,US,,good,,,Public,,,,
,SCTT 2010 2015,Aristocrat Pear,,,-122.209999,37.797001,2011-07-09 09:00:00,3400 Coolidge Ave,Oakland,CA,94602-3202,US,,good,,,Public,,,,
,SCTT 2010 2015,Chinese Pistache,,,-122.209000,37.798100,2011-07-09 09:00:00,3469 Coolidge Ave,Oakland,CA,94602-3201,US,,good,,,Public,,,,
,SCTT 2010 2015,Purple Leaf Plum,,,-122.209000,37.797199,2011-07-09 09:00:00,2837 Delaware St,Oakland,CA,94602-3215,US,,good,,,Public,,,,
,SCTT 2010 2015,Chinese Pistache,,,-122.209000,37.797100,2011-07-09 09:00:00,2849 Delaware St,Oakland,CA,94602-3271,US,,good,,,Public,,,,
,SCTT 2010 2015,Chinese Pistache,,,-122.209000,37.797100,2011-07-09 09:00:00,2849 Delaware St,Oakland,CA,94602-3271,US,,good,,,Public,,,,
,SCTT 2010 2015,Chinese Pistache,,,-122.209000,37.797100,2011-07-09 09:00:00,2849 Delaware St,Oakland,CA,94602-3271,US,,good,,,Public,,,,
,SCTT 2010 2015,Trident Maple,,,-122.209000,37.797100,2011-07-09 09:00:00,2849 Delaware St,Oakland,CA,94602-3271,US,,good,,,Public,,,,
,SCTT 2010 2015,Trident Maple,,,-122.209000,37.797100,2011-07-09 09:00:00,2849 Delaware St,Oakland,CA,94602-3271,US,,good,,,Public,,,,
,SCTT 2010 2015,Magnolia,,,-122.207001,37.796001,2011-07-09 09:00:00,3425 Maple Ave,Oakland,CA,94602-3233,US,,good,,,Public,,,,
,SCTT 2010 2015,Magnolia,,,-122.207001,37.796001,2011-07-09 09:00:00,3425 Maple Ave,Oakland,CA,94602-3233,US,,good,,,Public,,,,
,SCTT 2010 2015,Chinese Pistache,,,-122.207001,37.796001,2011-07-09 09:00:00,3425 Maple Ave,Oakland,CA,94602-3233,US,,good,,,Public,,,,
,SCTT 2010 2015,Eastern Redbud,,,-122.206001,37.787601,2011-07-09 09:00:00,2822 Short St,Oakland,CA,94619-1162,US,,good,,,Public,,,,
,SCTT 2010 2015,Eastern Redbud,,,-122.206001,37.787601,2011-07-09 09:00:00,2822 Short St,Oakland,CA,94619-1162,US,,good,,,Public,,,,
,SCTT 2010 2015,Evergreen Pear,,,-122.278999,37.838799,2013-07-07 09:00:00,1033 55th St,Oakland,CA,94608-3103,US,,good,,,Public,,,,
,SCTT 2010 2015,Evergreen Pear,,,-122.278999,37.838799,2013-07-07 09:00:00,1037 55th St,Oakland,CA,94608-3103,US,,good,,,Public,,,,
,SCTT 2010 2015,Magnolia,,,-122.218002,37.789501,2011-07-07 09:00:00,3228 E 27th St,Oakland,CA,94601-2701,US,,good,,,Public,,,,
,SCTT 2010 2015,Mayten,,,-122.184998,37.756802,2014-07-06 09:00:00,1306 78th Ave,Oakland,CA,94621,US,,good,,,Public,,,,
,SCTT 2016 2018,Prunus x blireiana,,,-122.240792,37.791627,2016-07-05 09:00:00,1600 East 19th St,Oakland,CA,,US,Clinton Park / San Antonio,good,,,Public,,,,also coordinated a CF tree for next-door neighbor at #1602 (see TFO tab)
,SCTT 2010 2015,Evergreen Pear,,,-122.166000,37.741501,2012-07-28 09:00:00,1601 103rd Ave,Oakland,CA,,US,,good,,,Public,,,,
,SCTT 2010 2015,Evergreen Pear,,,-122.166000,37.741501,2012-07-28 09:00:00,1601 103rd Ave,Oakland,CA,,US,,good,,,Public,,,,
,SCTT 2010 2015,,,,-122.166000,37.741501,2012-07-28 09:00:00,1469 103rd Ave,Oakland,CA,94603-3227,US,,good,,,Public,,,,
,SCTT 2010 2015,Magnolia,,,-122.267998,37.847801,2012-07-28 09:00:00,664 62nd St,Oakland,CA,94609,US,,good,,,Public,,,,
,SCTT 2010 2015,Magnolia,,,-122.278999,37.846401,2012-07-28 09:00:00,6220 Baker St,Oakland,CA,94608,US,,good,,,Public,,,,
,SCTT 2010 2015,Honeylocust,,,-122.250000,37.842300,2012-07-28 09:00:00,5514 Taft Ave,Oakland,CA,94618,US,,good,,,Public,,,,
,SCTT 2010 2015,Cork Oak,,,-122.258003,37.827702,2015-07-27 09:00:00,351 40th St,Oakland,CA,94609,US,,good,,,Public,,,,
,SCTT 2010 2015,Redbud,,,-122.204002,37.790199,2015-07-25 09:00:00,3614 Mangels Ave,Oakland,CA,94619,US,,good,,,Public,,,,
,SCTT 2010 2015,Eastern Redbud,,,-122.160004,37.738499,2011-07-25 09:00:00,1915 109th Ave,Oakland,CA,94603,US,,good,,,Public,,,,
,SCTT 2010 2015,Crape Myrtle Muskogee,,,-122.160004,37.738499,2011-07-25 09:00:00,1915 109th Ave,Oakland,CA,94603,US,,good,,,Public,,,,
,SCTT 2010 2015,Magnolia,,,-122.226997,37.804001,2011-07-25 09:00:00,3802 Beaumont Ave,Oakland,CA,94602,US,,good,,,Public,,,,
,SCTT 2010 2015,Purple Leaf Plum,,,-122.192001,37.801701,2011-07-25 09:00:00,3350 Guido St,Oakland,CA,94602,US,,good,,,Public,,,,
,SCTT 2010 2015,Purple Leaf Plum,,,-122.193001,37.773899,2011-07-22 09:00:00,2606 56th Ave,Oakland,CA,94605,US,,good,,,Public,,,,
,SCTT 2010 2015,Purple Leaf Plum,,,-122.192001,37.774300,2011-07-22 09:00:00,2627 56th Ave,Oakland,CA,94605,US,,good,,,Public,,,,
,SCTT 2010 2015,Ginkgo,,,-122.206001,37.776600,2015-07-20 09:00:00,2186 47th Ave,Oakland,CA,94601,US,,good,,,Public,,,,
,SCTT 2010 2015,Evergreen Pear,,,-122.269997,37.843498,2011-07-02 09:00:00,780 58th St,Oakland,CA,94609-1414,US,,good,,,Public,,,,
