ref,who,common,scientific,genus,lng,lat,planted,address,city,state,zip,country,neighborhood,health,dbh,height,owner,url,urlimage,status,notes
38,tfo,London plane tree,Platanus x acerifolia 'Columbia',,-122.28809100000,37.80986300000,3/26/2016,1241 14th St,Oakland,CA,,,"West Oakland - excluding parks, Pacific Pipe / American Steel, and condos",,,,Public,,,,
39,tfo,London plane tree,Platanus x acerifolia 'Columbia',,-122.28822600000,37.80989300000,3/26/2016,1241 14th St,Oakland,CA,,,"West Oakland - excluding parks, Pacific Pipe / American Steel, and condos",missing,,,Public,,,,
198,tfo,silver linden,Tilia tomentosa 'Sterling',,-122.18269800000,37.77204800000,11/19/2016,6325 Camden St,Oakland,CA,,,Picardy/Seminary,dead,,,Public,,,,Trauma to trunk
199,tfo,silver linden,Tilia tomentosa 'Sterling',,-122.18262000000,37.77209800000,11/19/2016,6325 Camden St,Oakland,CA,,,Picardy/Seminary,,,,Public,,,,Trauma to trunk
200,tfo,silver linden,Tilia tomentosa 'Sterling',,-122.18255300000,37.77213900000,11/19/2016,6325 Camden St,Oakland,CA,,,Picardy/Seminary,,,,Public,,,,
201,tfo,silver linden,Tilia tomentosa 'Sterling',,-122.18249100000,37.77218100000,11/19/2016,6325 Camden St,Oakland,CA,,,Picardy/Seminary,,,,Public,,,,
202,tfo,silver linden,Tilia tomentosa 'Sterling',,-122.18241200000,37.77223200000,11/19/2016,6325 Camden St,Oakland,CA,,,Picardy/Seminary,,,,Public,,,,
203,tfo,silver linden,Tilia tomentosa 'Sterling',,-122.18235200000,37.77226900000,11/19/2016,6325 Camden St,Oakland,CA,,,Picardy/Seminary,,,,Public,,,,
204,tfo,silver linden,Tilia tomentosa 'Sterling',,-122.18228300000,37.77231400000,11/19/2016,6325 Camden St,Oakland,CA,,,Picardy/Seminary,,,,Public,,,,
205,tfo,silver linden,Tilia tomentosa 'Sterling',,-122.18221700000,37.77235800000,11/19/2016,6325 Camden St,Oakland,CA,,,Picardy/Seminary,,,,Public,,,,
250,tfo,river birch,Betula nigra 'Heritage',,-122.28894700000,37.81833900000,1/28/2017,2431 Peralta St,Oakland,CA,,,"West Oakland - excluding parks, Pacific Pipe / American Steel, and condos",,,,Private,,,corner,
251,tfo,Saratoga laurel,"Laurus nobilis 'Saratoga' (replace Quercus lobata, valley oak)",,-122.28897900000,37.81844000000,11/20/2019,2431 Peralta St,Oakland,CA,,,"West Oakland - excluding parks, Pacific Pipe / American Steel, and condos",,,,Private,,,replaced valley oak with Saratoga laurel,
252,tfo,Saratoga laurel,"Laurus nobilis 'Saratoga' (replace Quercus lobata, valley oak)",,-122.28897200000,37.81853600000,11/20/2019,2431 Peralta St,Oakland,CA,,,"West Oakland - excluding parks, Pacific Pipe / American Steel, and condos",,,,Private,,,replaced valley oak with Saratoga laurel,
253,tfo,Saratoga laurel,"Laurus nobilis 'Saratoga' (replace Quercus lobata, valley oak)",,-122.28896700000,37.81863600000,11/20/2019,2431 Peralta St,Oakland,CA,,,"West Oakland - excluding parks, Pacific Pipe / American Steel, and condos",,,,Private,,,replaced valley oak with Saratoga laurel,
254,tfo,Australian willow,Geijera parviflora,,-122.28899400000,37.81867100000,1/28/2017,2431 Peralta St,Oakland,CA,,,"West Oakland - excluding parks, Pacific Pipe / American Steel, and condos",,,,Public,,,Mandela #1 of 8 (southernmost),
255,tfo,Australian willow,Geijera parviflora,,-122.28899200000,37.81874900000,1/28/2017,2431 Peralta St,Oakland,CA,,,"West Oakland - excluding parks, Pacific Pipe / American Steel, and condos",,,,Public,,,Mandela #2 of 8,
256,tfo,Australian willow,Geijera parviflora,,-122.28898600000,37.81879800000,1/28/2017,2431 Peralta St,Oakland,CA,,,"West Oakland - excluding parks, Pacific Pipe / American Steel, and condos",,,,Public,,,Mandela #3 of 8,
257,tfo,Australian willow,Geijera parviflora,,-122.28897400000,37.81897000000,1/28/2017,2431 Peralta St,Oakland,CA,,,"West Oakland - excluding parks, Pacific Pipe / American Steel, and condos",,,,Public,,,Mandela #4 of 8,
258,tfo,Australian willow,Geijera parviflora,,-122.28897200000,37.81902500000,1/28/2017,2431 Peralta St,Oakland,CA,,,"West Oakland - excluding parks, Pacific Pipe / American Steel, and condos",,,,Public,,,Mandela #5 of 8,
259,tfo,Australian willow,Geijera parviflora,,-122.28896300000,37.81909100000,1/28/2017,2431 Peralta St,Oakland,CA,,,"West Oakland - excluding parks, Pacific Pipe / American Steel, and condos",,,,Public,,,Mandela #6 of 8,
260,tfo,valley oak,Quercus lobata Valley Oak,,-122.28898100000,37.81914800000,1/28/2017,2431 Peralta St,Oakland,CA,,,"West Oakland - excluding parks, Pacific Pipe / American Steel, and condos",,,,Public,,,Mandela #7 of 8,
261,tfo,valley oak,Quercus lobata Valley Oak,,-122.28897800000,37.81922700000,2/4/2017,2431 Peralta St,Oakland,CA,,,"West Oakland - excluding parks, Pacific Pipe / American Steel, and condos",,,,Public,,,Mandela #8 of 8 (northernmost),
289,tfo,incense cedar,Calocedrus decurrens,,-122.18230600000,37.77238000000,3/11/2017,6325 Camden St,Oakland,CA,,,Picardy/Seminary,,,,Public,,,,"3 Stake, 3 brace"
290,tfo,tupelo,Nyssa sylvatica 'Wildfire',,-122.18236100000,37.77233400000,3/11/2017,6325 Camden St,Oakland,CA,,,Picardy/Seminary,,,,Public,,,,"3 Stake, 3 brace"
291,tfo,purple-flowering locust,Robinia x ambigua 'Purple Robe',,-122.18240600000,37.77229700000,3/11/2017,6325 Camden St,Oakland,CA,,,Picardy/Seminary,,,,Public,,,P.R. Locust - prune winter '17,"3 Stake, 3 brace"
292,tfo,tupelo,Nyssa sylvatica 'Wildfire',,-122.18248300000,37.77225700000,3/11/2017,6325 Camden St,Oakland,CA,,,Picardy/Seminary,,,,Public,,,,"3 Stake, 3 brace"
293,tfo,incense cedar,Calocedrus decurrens,,-122.18258900000,37.77218600000,3/11/2017,6325 Camden St,Oakland,CA,,,Picardy/Seminary,,,,Public,,,,"3 Stake, 3 brace"
294,tfo,purple-flowering locust,Robinia x ambigua 'Purple Robe',,-122.18260700000,37.77215200000,3/11/2017,6325 Camden St,Oakland,CA,,,Picardy/Seminary,,,,Public,,,P.R. Locust - prune winter '17,"3 Stake, 3 brace"
295,tfo,tupelo,Nyssa sylvatica 'Wildfire',,-122.18267300000,37.77213100000,3/11/2017,6325 Camden St,Oakland,CA,,,Picardy/Seminary,,,,Public,,,,"3 Stake, 3 brace"
296,tfo,purple-flowering locust,Robinia x ambigua 'Purple Robe',,-122.18269300000,37.77209700000,3/11/2017,6325 Camden St,Oakland,CA,,,Picardy/Seminary,,,,Public,,,P.R. Locust - prune winter '17,"3 Stake, 3 brace"
297,tfo,incense cedar,Calocedrus decurrens,,-122.18275200000,37.77207900000,3/11/2017,6325 Camden St,Oakland,CA,,,Picardy/Seminary,,,,Public,,,,"3 Stake, 3 brace"
298,tfo,red maple,Acer rubrum 'Brandywine',,-122.18228100000,37.77246500000,3/11/2017,6325 Camden St,Oakland,CA,,,Picardy/Seminary,,,,Public,,,,"3 Stake, 3 brace"
299,tfo,,Gymnocladus dioica 'Espresso',,-122.18304400000,37.77259100000,3/11/2017,6325 Camden St,Oakland,CA,,,Picardy/Seminary,dead,,,Public,,,,"Health? 3 Stake, 3 brace"
308,tfo,red maple,Acer rubrum 'Brandywine',,-122.18237300000,37.77254500000,3/18/2017,6325 Camden St,Oakland,CA,,,Picardy/Seminary,,,,Public,,,,"3 Stake, 3 brace"
309,tfo,scarlet oak,Quercus coccinea,,-122.18252700000,37.77263100000,3/18/2017,6325 Camden St,Oakland,CA,,,Picardy/Seminary,,,,Public,,,,"3 Stake, 3 brace"
310,tfo,,Gymnocladus dioica 'Espresso',,-122.18311700000,37.77253500000,3/18/2017,6325 Camden St,Oakland,CA,,,Picardy/Seminary,dead,,,Public,,,,"Health? 3 Stake, 3 brace"
353,tfo,purple-flowering locust,Robinia x ambigua 'Purple Robe',,-122.18248500000,37.77223500000,4/15/2017,6325 Camden St,Oakland,CA,,,Picardy/Seminary,,,,Public,,,P.R. Locust - prune winter '17,"3 Stake, 3 brace"
354,tfo,purple-flowering locust,Robinia x ambigua 'Purple Robe',,-122.18252900000,37.77222000000,4/15/2017,6325 Camden St,Oakland,CA,,,Picardy/Seminary,,,,Public,,,P.R. Locust - prune winter '17,"3 Stake, 3 brace"
355,tfo,tupelo,Nyssa sylvatica 'Haymanred' Red Rage tupelo,,-122.18255400000,37.77218100000,4/15/2017,6325 Camden St,Oakland,CA,,,Picardy/Seminary,,,,Public,,,,"3 Stake, 3 brace"
418,tfo,London plane tree,Platanus x acerifolia 'Columbia' (3),,-122.29849400000,37.80311000000,6/3/2017,1691 3rd St,Oakland,CA,,,South Prescott - South Prescott Park,,,,Public,,,#1 of 25,"Looks distressed. Might be swamped, might be the weather."
419,tfo,London plane tree,Platanus x acerifolia 'Columbia' (3),,-122.29902600000,37.80324300000,6/3/2017,1691 3rd St,Oakland,CA,,,South Prescott - South Prescott Park,,,,Public,,,#2 of 25,
420,tfo,London plane tree,Platanus x acerifolia 'Columbia' (3),,-122.29913400000,37.80326400000,6/3/2017,1691 3rd St,Oakland,CA,,,South Prescott - South Prescott Park,,,,Public,,,#3 of 25,
421,tfo,Catalina ironwood,Lyonothamnus floribundus asplenifolius,,-122.30002000000,37.80309000000,6/3/2017,1691 3rd St,Oakland,CA,,,South Prescott - South Prescott Park,,,,Public,,,#4 of 25,
422,tfo,Catalina ironwood,Lyonothamnus floribundus asplenifolius,,-122.30005500000,37.80307600000,6/3/2017,1691 3rd St,Oakland,CA,,,South Prescott - South Prescott Park,,,,Public,,,#5 of 25,
423,tfo,Catalina ironwood,Lyonothamnus floribundus asplenifolius,,-122.30005400000,37.80309900000,6/3/2017,1691 3rd St,Oakland,CA,,,South Prescott - South Prescott Park,,,,Public,,,#6 of 25,
424,tfo,Catalina ironwood,Lyonothamnus floribundus asplenifolius,,-122.30008800000,37.80309200000,6/3/2017,1691 3rd St,Oakland,CA,,,South Prescott - South Prescott Park,,,,Public,,,#7 of 25,
425,tfo,Catalina ironwood,Lyonothamnus floribundus asplenifolius,,-122.30009100000,37.80311900000,6/3/2017,1691 3rd St,Oakland,CA,,,South Prescott - South Prescott Park,,,,Public,,,#8 of 25,
426,tfo,Canary Island pine,Pinus canariensis,,-122.30053800000,37.80331900000,6/3/2017,1691 3rd St,Oakland,CA,,,South Prescott - South Prescott Park,,,,Public,,,#9 of 25,
427,tfo,Canary Island pine,Pinus canariensis,,-122.30050400000,37.80332200000,6/3/2017,1691 3rd St,Oakland,CA,,,South Prescott - South Prescott Park,,,,Public,,,#10 of 25,
428,tfo,Canary Island pine,Pinus canariensis,,-122.30046800000,37.80335900000,6/3/2017,1691 3rd St,Oakland,CA,,,South Prescott - South Prescott Park,,,,Public,,,#11 of 25,
429,tfo,Canary Island pine,Pinus canariensis,,-122.30048800000,37.80338800000,6/3/2017,1691 3rd St,Oakland,CA,,,South Prescott - South Prescott Park,,,,Public,,,#12 of 25,
430,tfo,Canary Island pine,Pinus canariensis,,-122.30045600000,37.80338600000,6/3/2017,1691 3rd St,Oakland,CA,,,South Prescott - South Prescott Park,,,,Public,,,#13 of 25,
431,tfo,Afghan pine,Pinus eldarica,,-122.30036900000,37.80324000000,6/3/2017,1691 3rd St,Oakland,CA,,,South Prescott - South Prescott Park,,,,Public,,,#14 of 25,
432,tfo,Afghan pine,Pinus eldarica,,-122.30040200000,37.80328100000,6/3/2017,1691 3rd St,Oakland,CA,,,South Prescott - South Prescott Park,,,,Public,,,#15 of 25,
433,tfo,Afghan pine,Pinus eldarica,,-122.30045900000,37.80330800000,6/3/2017,1691 3rd St,Oakland,CA,,,South Prescott - South Prescott Park,,,,Public,,,#16 of 25,
434,tfo,Afghan pine,Pinus eldarica,,-122.30044600000,37.80340100000,6/3/2017,1691 3rd St,Oakland,CA,,,South Prescott - South Prescott Park,,,,Public,,,#17 of 25,
435,tfo,Afghan pine,Pinus eldarica,,-122.30042900000,37.80342000000,6/3/2017,1691 3rd St,Oakland,CA,,,South Prescott - South Prescott Park,,,,Public,,,#18 of 25,
436,tfo,Afghan pine,Pinus eldarica,,-122.30046000000,37.80342400000,6/3/2017,1691 3rd St,Oakland,CA,,,South Prescott - South Prescott Park,,,,Public,,,#19 of 25,
437,tfo,cajeput tree,Melaleuca quinquenervia,,-122.30032600000,37.80325000000,6/21/2018,1691 3rd St,Oakland,CA,,,South Prescott - South Prescott Park,,,,Public,,,#20 of 25 - replaced June 2018,Leader is braced by strap
438,tfo,primrose tree,Lagunaria patersonii,,-122.30036100000,37.80325400000,6/3/2017,1691 3rd St,Oakland,CA,,,South Prescott - South Prescott Park,,,,Public,,,#21 of 25,Metal colar on crown at trunk
439,tfo,primrose tree,Lagunaria patersonii,,-122.30037200000,37.80328400000,6/3/2017,1691 3rd St,Oakland,CA,,,South Prescott - South Prescott Park,,,,Public,,,#22 of 25,Metal colar on crown at trunk
440,tfo,primrose tree,Lagunaria patersonii,,-122.30042100000,37.80333200000,6/3/2017,1691 3rd St,Oakland,CA,,,South Prescott - South Prescott Park,,,,Public,,,#23 of 25,Metal colar on crown at trunk
441,tfo,cajeput tree,Melaleuca quinquenervia,,-122.30043100000,37.80335900000,6/21/2018,1691 3rd St,Oakland,CA,,,South Prescott - South Prescott Park,,,,Public,,,#24 of 25 - replaced June 2018,Fair due to age in comparison
442,tfo,primrose tree,Lagunaria patersonii,,-122.30041000000,37.80340700000,6/3/2017,1691 3rd St,Oakland,CA,,,South Prescott - South Prescott Park,,,,Public,,,#25 of 25,
561,tfo,Green Gable tupelo,Nyssa sylvatica 'Green Gable' (tupelo),,-122.19653200000,37.77936900000,2/10/2018,2800 Best Ave,Oakland,CA,,,Fairfax,,,,Public,,,,
562,tfo,hybrid madrone,Arbutus 'Marina',,-122.19646700000,37.77934300000,2/10/2018,2800 Best Ave,Oakland,CA,,,Fairfax,,,,Public,,,,
563,tfo,silver linden,Tilia tomentosa 'Silver Lining' (silver linden),,-122.19641900000,37.77932100000,2/10/2018,2800 Best Ave,Oakland,CA,,,Fairfax,,,,Public,,,,
564,tfo,Saratoga laurel,Laurus nobilis 'Saratoga' (Saratoga laurel),,-122.19635700000,37.77929200000,2/10/2018,2800 Best Ave,Oakland,CA,,,Fairfax,,,,Public,,,,
574,tfo,Australian willow,Geijera parviflora (Australian willow),,-122.19652500000,37.77942700000,2/25/2018,2800 Best Ave,Oakland,CA,,,Fairfax,,,,Private,,,,
693,tfo,red horsechestnut,Aesculus carnea 'Briottii' (red horsechestnut),,-122.28973300000,37.81501900000,6/30/2018,1960 Mandela Pkwy,Oakland,CA,,,West Oakland - Pacific Pipe / American Steel property,,,,Public,,,,
708,tfo,African sumac,Rhus lancea,,-122.28237000000,37.82227000000,2/19/19,3015 Adeline St,Oakland,CA,,,"West Oakland - excluding parks, Pacific Pipe / American Steel, and condos",,,,Public,,,replaced Podocarpus w Rhus 2/19/2019 - public prop not private,
709,tfo,African sumac,Rhus lancea,,-122.28187600000,37.82215600000,2/19/19,3015 Adeline St,Oakland,CA,,,"West Oakland - excluding parks, Pacific Pipe / American Steel, and condos",,,,Public,,,replaced Podocarpus w Rhus 2/19/2019 - public prop not private,
710,tfo,African sumac,Rhus lancea,,-122.28179000000,37.82213800000,2/19/19,3015 Adeline St,Oakland,CA,,,"West Oakland - excluding parks, Pacific Pipe / American Steel, and condos",,,,Public,,,replaced Podocarpus w Rhus 2/19/2019 - public prop not private,
711,tfo,chitalpa,Chitalpa tashkentensis 'Pink Dawn',,-122.28928700000,37.81518200000,7/17/2018,1960 Mandela Pkwy,Oakland,CA,,,West Oakland - Pacific Pipe / American Steel property,,,,Private,,,,
712,tfo,chitalpa,Chitalpa tashkentensis 'Pink Dawn',,-122.28922800000,37.81516400000,7/17/2018,1960 Mandela Pkwy,Oakland,CA,,,West Oakland - Pacific Pipe / American Steel property,,,,Private,,,,
713,tfo,chitalpa,Chitalpa tashkentensis 'Pink Dawn',,-122.28916200000,37.81515000000,7/17/2018,1960 Mandela Pkwy,Oakland,CA,,,West Oakland - Pacific Pipe / American Steel property,,,,Private,,,,
714,tfo,Turkish hazel,Corylus colurna (Turkish hazel),,-122.28925600000,37.81519100000,7/17/2018,1960 Mandela Pkwy,Oakland,CA,,,West Oakland - Pacific Pipe / American Steel property,,,,Private,,,,
715,tfo,Turkish hazel,Corylus colurna (Turkish hazel),,-122.28918400000,37.81517500000,7/17/2018,1960 Mandela Pkwy,Oakland,CA,,,West Oakland - Pacific Pipe / American Steel property,,,,Private,,,,
716,tfo,goldenrain tree,Koelreuteria paniculata 'Summerburst',,-122.28962000000,37.81507700000,7/18/2018,1960 Mandela Pkwy,Oakland,CA,,,West Oakland - Pacific Pipe / American Steel property,,,,Private,,,,
717,tfo,goldenrain tree,Koelreuteria paniculata 'Summerburst',,-122.28936100000,37.81502500000,7/17/2018,1960 Mandela Pkwy,Oakland,CA,,,West Oakland - Pacific Pipe / American Steel property,,,,Private,,,,
718,tfo,goldenrain tree,Koelreuteria paniculata 'Summerburst',,-122.28924600000,37.81500200000,7/18/2018,1960 Mandela Pkwy,Oakland,CA,,,West Oakland - Pacific Pipe / American Steel property,,,,Private,,,,
735,tfo,hybrid madrone,Arbutus 'Marina',,-122.28162100000,37.82242900000,12/6/2018,3015 Adeline St,Oakland,CA,,,"West Oakland - excluding parks, Pacific Pipe / American Steel, and condos",,,,Public,,,,
736,tfo other,,Arbutus 'Marina',,-122.28152800000,37.82267700000,12/6/2018,3031 Adeline St,Oakland,CA,,,"West Oakland - excluding parks, Pacific Pipe / American Steel, and condos",,,,Public,,,NOT CF; officially removed but replanted by owner,
737,tfo other,,Arbutus 'Marina',,-122.28151100000,37.82272000000,12/6/2018,3031 Adeline St,Oakland,CA,,,"West Oakland - excluding parks, Pacific Pipe / American Steel, and condos",,,,Public,,,NOT CF,
236,tfo,Brisbane box,Lophostemon confertus Brisbane box,,-122.28774000000,37.81933300000,1/28/2017,2431 Peralta St,Oakland,CA,,,"West Oakland - excluding parks, Pacific Pipe / American Steel, and condos",good,,,Public,,,Peralta #1 of 10 (northernmost),"Construction on building, tree staked to protect"
237,tfo,Brisbane box,Lophostemon confertus Brisbane box,,-122.28780300000,37.81926000000,1/28/2017,2431 Peralta St,Oakland,CA,,,"West Oakland - excluding parks, Pacific Pipe / American Steel, and condos",good,,,Public,,,Peralta #2 of 10,Stake can be removed soon
238,tfo,Brisbane box,Lophostemon confertus Brisbane box,,-122.28788400000,37.81915300000,1/28/2017,2431 Peralta St,Oakland,CA,,,"West Oakland - excluding parks, Pacific Pipe / American Steel, and condos",good,,,Public,,,Peralta #3 of 10,Stake can be removed soon
239,tfo,Autumn Blaze maple,Acer x freemanii 'Autumn Blaze',,-122.28802300000,37.81897900000,1/28/2017,2431 Peralta St,Oakland,CA,,,"West Oakland - excluding parks, Pacific Pipe / American Steel, and condos",good,,,Public,,,Peralta #4 of 10,
240,tfo,Autumn Blaze maple,Acer x freemanii 'Autumn Blaze',,-122.28808500000,37.81890200000,1/28/2017,2431 Peralta St,Oakland,CA,,,"West Oakland - excluding parks, Pacific Pipe / American Steel, and condos",good,,,Public,,,Peralta #5 of 10,
241,tfo,Autumn Blaze maple,Acer x freemanii 'Autumn Blaze',,-122.28814500000,37.81882700000,1/28/2017,2431 Peralta St,Oakland,CA,,,"West Oakland - excluding parks, Pacific Pipe / American Steel, and condos",good,,,Public,,,Peralta #6 of 10,
242,tfo,Brisbane box,Lophostemon confertus Brisbane box,,-122.28823900000,37.81871000000,03/01/2019,2431 Peralta St,Oakland,CA,,,"West Oakland - excluding parks, Pacific Pipe / American Steel, and condos",good,,,Public,,,Peralta #7 of 10,
243,tfo,Brisbane box,Lophostemon confertus Brisbane box,,-122.28831000000,37.81861800000,1/28/2017,2431 Peralta St,Oakland,CA,,,"West Oakland - excluding parks, Pacific Pipe / American Steel, and condos",good,,,Public,,,Peralta #8 of 10,Stake can be removed soon
244,tfo,Brisbane box,Lophostemon confertus Brisbane box,,-122.28836900000,37.81853700000,03/01/2019,2431 Peralta St,Oakland,CA,,,"West Oakland - excluding parks, Pacific Pipe / American Steel, and condos",good,,,Public,,,Peralta #9 of 10,
245,tfo,Brisbane box,Lophostemon confertus Brisbane box,,-122.28841900000,37.81847000000,1/28/2017,2431 Peralta St,Oakland,CA,,,"West Oakland - excluding parks, Pacific Pipe / American Steel, and condos",good,,,Public,,,Peralta #10 of 10 (southernmost),Stake can be removed soon
246,tfo,cork oak,Quercus suber Cork Oak,,-122.28855000000,37.81834200000,1/28/2017,2431 Peralta St,Oakland,CA,,,"West Oakland - excluding parks, Pacific Pipe / American Steel, and condos",fair,,,Public,,,24th St #1 of 4 (easternmost) - replaced June '18,replaced 6/08/18
247,tfo,cork oak,Quercus suber Cork Oak,,-122.28863200000,37.81830400000,1/28/2017,2431 Peralta St,Oakland,CA,,,"West Oakland - excluding parks, Pacific Pipe / American Steel, and condos",good,,,Public,,,24th St #2 of 4,
248,tfo,cork oak,Quercus suber Cork Oak,,-122.28872000000,37.81828200000,6/14/19,2431 Peralta St,Oakland,CA,,,"West Oakland - excluding parks, Pacific Pipe / American Steel, and condos",good,,,Public,,,poor form - replaced June '19,
249,tfo,cork oak,Quercus suber Cork Oak,,-122.28889200000,37.81827600000,1/28/2017,2431 Peralta St,Oakland,CA,,,"West Oakland - excluding parks, Pacific Pipe / American Steel, and condos",good,,,Public,,,24th St #4 of 4 (westernmost),
1,tfo,Princeton American elm,Ulmus americana 'Princeton',,-122.24212700000,37.78987600000,1/30/2016,1600 Foothill Blvd,Oakland,CA,,,Clinton Park / San Antonio - San Antonio Park,,,,Public,,,,
2,tfo,Princeton American elm,Ulmus americana 'Princeton',,-122.24204000000,37.78982600000,1/30/2016,1600 Foothill Blvd,Oakland,CA,,,Clinton Park / San Antonio - San Antonio Park,,,,Public,,,,
3,tfo,Princeton American elm,Ulmus americana 'Princeton',,-122.24193800000,37.78976500000,1/30/2016,1600 Foothill Blvd,Oakland,CA,,,Clinton Park / San Antonio - San Antonio Park,,,,Public,,,,
4,tfo,Princeton American elm,Ulmus americana 'Princeton',,-122.24182900000,37.78970000000,1/30/2016,1600 Foothill Blvd,Oakland,CA,,,Clinton Park / San Antonio - San Antonio Park,,,,Public,,,,
5,tfo,Princeton American elm,Ulmus americana 'Princeton',,-122.24171800000,37.78963600000,1/30/2016,1600 Foothill Blvd,Oakland,CA,,,Clinton Park / San Antonio - San Antonio Park,,,,Public,,,,
6,tfo,Princeton American elm,Ulmus americana 'Princeton',,-122.24139300000,37.78944400000,1/30/2016,1700 Foothill Blvd,Oakland,CA,,,Clinton Park / San Antonio - San Antonio Park,,,,Public,,,,
7,tfo,Princeton American elm,Ulmus americana 'Princeton',,-122.24128900000,37.78938400000,1/30/2016,1700 Foothill Blvd,Oakland,CA,,,Clinton Park / San Antonio - San Antonio Park,,,,Public,,,,
8,tfo,Princeton American elm,Ulmus americana 'Princeton',,-122.24118000000,37.78931900000,1/30/2016,1700 Foothill Blvd,Oakland,CA,,,Clinton Park / San Antonio - San Antonio Park,,,,Public,,,,
9,tfo,Princeton American elm,Ulmus americana 'Princeton',,-122.24106400000,37.78924900000,1/30/2016,1700 Foothill Blvd,Oakland,CA,,,Clinton Park / San Antonio - San Antonio Park,,,,Public,,,,Metal post as second planting stake removed
10,tfo,Princeton American elm,Ulmus americana 'Princeton',,-122.24095000000,37.78918200000,1/30/2016,1700 Foothill Blvd,Oakland,CA,,,Clinton Park / San Antonio - San Antonio Park,,,,Public,,,,
11,tfo,Princeton American elm,Ulmus americana 'Princeton',,-122.24082000000,37.78909800000,1/30/2016,1700 Foothill Blvd,Oakland,CA,,,Clinton Park / San Antonio - San Antonio Park,,,,Public,,,,
12,tfo,Princeton American elm,Ulmus americana 'Princeton',,-122.24070400000,37.78902800000,1/30/2016,1700 Foothill Blvd,Oakland,CA,,,Clinton Park / San Antonio - San Antonio Park,,,,Public,,,,
13,tfo,Princeton American elm,Ulmus americana 'Princeton',,-122.24058300000,37.78896000000,1/30/2016,1700 Foothill Blvd,Oakland,CA,,,Clinton Park / San Antonio - San Antonio Park,,,,Public,,,,
14,tfo,Jefferson American elm,Ulmus americana 'Jefferson',,-122.24040900000,37.78899800000,1/30/2016,1601 18th Ave,Oakland,CA,,,Clinton Park / San Antonio - San Antonio Park,,,,Public,,,,
15,tfo,Jefferson American elm,Ulmus americana 'Jefferson',,-122.24020700000,37.78921100000,1/30/2016,1601 18th Ave,Oakland,CA,,,Clinton Park / San Antonio - San Antonio Park,,,,Public,,,,
16,tfo,Jefferson American elm,Ulmus americana 'Jefferson',,-122.23987300000,37.78956200000,1/30/2016,1601 18th Ave,Oakland,CA,,,Clinton Park / San Antonio - San Antonio Park,,,,Public,,,,
17,tfo,Jefferson American elm,Ulmus americana 'Jefferson',,-122.23963200000,37.78982200000,1/30/2016,1601 18th Ave,Oakland,CA,,,Clinton Park / San Antonio - San Antonio Park,,,,Public,,,,
18,tfo,Jefferson American elm,Ulmus americana 'Jefferson',,-122.23953700000,37.78992100000,1/30/2016,1601 18th Ave,Oakland,CA,,,Clinton Park / San Antonio - San Antonio Park,,,,Public,,,,
19,tfo,Jefferson American elm,Ulmus americana 'Jefferson',,-122.23942300000,37.79003800000,1/30/2016,1601 18th Ave,Oakland,CA,,,Clinton Park / San Antonio - San Antonio Park,,,,Public,,,,
20,tfo,Jefferson American elm,Ulmus americana 'Jefferson',,-122.23927900000,37.79019000000,1/30/2016,1601 18th Ave,Oakland,CA,,,Clinton Park / San Antonio - San Antonio Park,,,,Public,,,,
21,tfo,Jefferson American elm,Ulmus americana 'Jefferson',,-122.23920200000,37.79027000000,1/30/2016,1601 18th Ave,Oakland,CA,,,Clinton Park / San Antonio - San Antonio Park,,,,Public,,,,
22,tfo,Frontier elm,Ulmus x 'Frontier',,-122.23920900000,37.79050200000,1/30/2016,1601 East 19th St,Oakland,CA,,,Clinton Park / San Antonio - San Antonio Park,,,,Public,,,,All trees in San Antiono Park are wrapped in chicken wire
23,tfo,Frontier elm,Ulmus x 'Frontier',,-122.23936700000,37.79059900000,1/30/2016,1601 East 19th St,Oakland,CA,,,Clinton Park / San Antonio - San Antonio Park,,,,Public,,,,
24,tfo,Frontier elm,Ulmus x 'Frontier',,-122.23964400000,37.79076400000,1/30/2016,1601 East 19th St,Oakland,CA,,,Clinton Park / San Antonio - San Antonio Park,,,,Public,,,,
25,tfo,Frontier elm,Ulmus x 'Frontier',,-122.23977800000,37.79084600000,1/30/2016,1601 East 19th St,Oakland,CA,,,Clinton Park / San Antonio - San Antonio Park,,,,Public,,,,
26,tfo,Frontier elm,Ulmus x 'Frontier',,-122.24015100000,37.79106600000,1/30/2016,1601 East 19th St,Oakland,CA,,,Clinton Park / San Antonio - San Antonio Park,,,,Public,,,,
27,tfo,Frontier elm,Ulmus x 'Frontier',,-122.24031100000,37.79116300000,1/30/2016,1601 East 19th St,Oakland,CA,,,Clinton Park / San Antonio - San Antonio Park,,,,Public,,,,Leader is leaning slightly
28,tfo,Brisbane box,Lophostemon confertus / Tristania conferta,,-122.26757700000,37.80319400000,2/24/2016,1415 Harrison St,Oakland,CA,,,Central/Uptown/KONO - excluding Northgate Ave,,,,Public,,,,Crossbraces on with nails
29,tfo,Brisbane box,Lophostemon confertus / Tristania conferta,,-122.26760100000,37.80315400000,2/24/2016,1415 Harrison St,Oakland,CA,,,Central/Uptown/KONO - excluding Northgate Ave,,,,Public,,,,Crossbraces on with nails
30,tfo,Shumard red oak,Quercus shumardii,,-122.26868600000,37.81266400000,2/27/2016,2300 Telegraph Ave,Oakland,CA,,,Central/Uptown/KONO - excluding Northgate Ave,,,,Public,,,,
